ProductKey,OrderDate,ShipDate,CustomerKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
386,20-Feb-2016,27-Feb-16,24612,9,SO52842,1,"1,120.49",713.08,"1,120.49",89.64
539,20-Feb-2016,27-Feb-16,24612,9,SO52842,1,24.99,9.35,24.99,2
529,20-Feb-2016,27-Feb-16,24612,9,SO52842,1,3.99,1.49,3.99,0.32
480,20-Feb-2016,27-Feb-16,24612,9,SO52842,1,2.29,0.86,2.29,0.18
382,20-Feb-2016,27-Feb-16,24614,9,SO52843,1,"1,120.49",713.08,"1,120.49",89.64
578,20-Feb-2016,27-Feb-16,11998,9,SO52844,1,"1,214.85",755.15,"1,214.85",97.19
214,20-Feb-2016,27-Feb-16,11998,9,SO52844,1,34.99,13.09,34.99,2.8
560,20-Feb-2016,27-Feb-16,14058,9,SO52845,1,"1,214.85",755.15,"1,214.85",97.19
541,20-Feb-2016,27-Feb-16,14058,9,SO52845,1,28.99,10.84,28.99,2.32
530,20-Feb-2016,27-Feb-16,14058,9,SO52845,1,4.99,1.87,4.99,0.4
222,20-Feb-2016,27-Feb-16,14058,9,SO52845,1,34.99,13.09,34.99,2.8
363,20-Feb-2016,27-Feb-16,11382,7,SO52846,1,"2,294.99","1,251.98","2,294.99",183.6
477,20-Feb-2016,27-Feb-16,24469,9,SO52847,1,4.99,1.87,4.99,0.4
217,20-Feb-2016,27-Feb-16,24469,9,SO52847,1,34.99,13.09,34.99,2.8
467,20-Feb-2016,27-Feb-16,24469,9,SO52847,1,24.49,9.16,24.49,1.96
476,20-Feb-2016,27-Feb-16,22064,9,SO52848,1,69.99,26.18,69.99,5.6
231,20-Feb-2016,27-Feb-16,12244,9,SO52849,1,49.99,38.49,49.99,4
580,20-Feb-2016,27-Feb-16,17082,8,SO52850,1,"1,700.99","1,082.51","1,700.99",136.08
225,20-Feb-2016,27-Feb-16,17082,8,SO52850,1,8.99,6.92,8.99,0.72
590,20-Feb-2016,27-Feb-16,13667,7,SO52851,1,769.49,419.78,769.49,61.56
237,20-Feb-2016,27-Feb-16,13667,7,SO52851,1,49.99,38.49,49.99,4
217,20-Feb-2016,27-Feb-16,11931,4,SO52852,1,34.99,13.09,34.99,2.8
228,20-Feb-2016,27-Feb-16,11931,4,SO52852,1,49.99,38.49,49.99,4
535,20-Feb-2016,27-Feb-16,25835,4,SO52853,1,24.99,9.35,24.99,2
480,20-Feb-2016,27-Feb-16,25835,4,SO52853,1,2.29,0.86,2.29,0.18
529,20-Feb-2016,27-Feb-16,24297,4,SO52854,1,3.99,1.49,3.99,0.32
540,20-Feb-2016,27-Feb-16,24297,4,SO52854,1,32.6,12.19,32.6,2.61
480,20-Feb-2016,27-Feb-16,24297,4,SO52854,1,2.29,0.86,2.29,0.18
540,20-Feb-2016,27-Feb-16,23861,1,SO52855,1,32.6,12.19,32.6,2.61
483,20-Feb-2016,27-Feb-16,23861,1,SO52855,1,120,44.88,120,9.6
528,20-Feb-2016,27-Feb-16,12895,6,SO52856,1,4.99,1.87,4.99,0.4
536,20-Feb-2016,27-Feb-16,12895,6,SO52856,1,29.99,11.22,29.99,2.4
480,20-Feb-2016,27-Feb-16,12895,6,SO52856,1,2.29,0.86,2.29,0.18
536,20-Feb-2016,27-Feb-16,23140,1,SO52857,1,29.99,11.22,29.99,2.4
481,20-Feb-2016,27-Feb-16,23140,1,SO52857,1,8.99,3.36,8.99,0.72
536,20-Feb-2016,27-Feb-16,23406,1,SO52858,1,29.99,11.22,29.99,2.4
529,20-Feb-2016,27-Feb-16,14633,6,SO52859,1,3.99,1.49,3.99,0.32
540,20-Feb-2016,27-Feb-16,14633,6,SO52859,1,32.6,12.19,32.6,2.61
222,20-Feb-2016,27-Feb-16,14633,6,SO52859,1,34.99,13.09,34.99,2.8
536,20-Feb-2016,27-Feb-16,23130,4,SO52860,1,29.99,11.22,29.99,2.4
480,20-Feb-2016,27-Feb-16,23130,4,SO52860,1,2.29,0.86,2.29,0.18
528,20-Feb-2016,27-Feb-16,23046,1,SO52861,1,4.99,1.87,4.99,0.4
536,20-Feb-2016,27-Feb-16,23046,1,SO52861,1,29.99,11.22,29.99,2.4
480,20-Feb-2016,27-Feb-16,23046,1,SO52861,1,2.29,0.86,2.29,0.18
478,20-Feb-2016,27-Feb-16,20779,4,SO52862,1,9.99,3.74,9.99,0.8
477,20-Feb-2016,27-Feb-16,20779,4,SO52862,1,4.99,1.87,4.99,0.4
476,20-Feb-2016,27-Feb-16,19010,4,SO52863,1,69.99,26.18,69.99,5.6
225,20-Feb-2016,27-Feb-16,19010,4,SO52863,1,8.99,6.92,8.99,0.72
477,20-Feb-2016,27-Feb-16,17016,4,SO52864,1,4.99,1.87,4.99,0.4
214,20-Feb-2016,27-Feb-16,17016,4,SO52864,1,34.99,13.09,34.99,2.8
234,20-Feb-2016,27-Feb-16,17016,4,SO52864,1,49.99,38.49,49.99,4
481,20-Feb-2016,27-Feb-16,17016,4,SO52864,1,8.99,3.36,8.99,0.72
528,20-Feb-2016,27-Feb-16,15742,4,SO52865,1,4.99,1.87,4.99,0.4
222,20-Feb-2016,27-Feb-16,15742,4,SO52865,1,34.99,13.09,34.99,2.8
528,20-Feb-2016,27-Feb-16,22097,6,SO52866,1,4.99,1.87,4.99,0.4
485,20-Feb-2016,27-Feb-16,22097,6,SO52866,1,21.98,8.22,21.98,1.76
214,20-Feb-2016,27-Feb-16,22097,6,SO52866,1,34.99,13.09,34.99,2.8
528,20-Feb-2016,27-Feb-16,14845,7,SO52867,1,4.99,1.87,4.99,0.4
480,20-Feb-2016,27-Feb-16,14845,7,SO52867,1,2.29,0.86,2.29,0.18
536,20-Feb-2016,27-Feb-16,17850,7,SO52868,1,29.99,11.22,29.99,2.4
528,20-Feb-2016,27-Feb-16,17850,7,SO52868,1,4.99,1.87,4.99,0.4
217,20-Feb-2016,27-Feb-16,17850,7,SO52868,1,34.99,13.09,34.99,2.8
225,20-Feb-2016,27-Feb-16,17850,7,SO52868,1,8.99,6.92,8.99,0.72
528,20-Feb-2016,27-Feb-16,21525,10,SO52869,1,4.99,1.87,4.99,0.4
535,20-Feb-2016,27-Feb-16,21525,10,SO52869,1,24.99,9.35,24.99,2
480,20-Feb-2016,27-Feb-16,21525,10,SO52869,1,2.29,0.86,2.29,0.18
539,20-Feb-2016,27-Feb-16,17994,8,SO52870,1,24.99,9.35,24.99,2
480,20-Feb-2016,27-Feb-16,17994,8,SO52870,1,2.29,0.86,2.29,0.18
539,20-Feb-2016,27-Feb-16,19392,10,SO52871,1,24.99,9.35,24.99,2
480,20-Feb-2016,27-Feb-16,19392,10,SO52871,1,2.29,0.86,2.29,0.18
530,20-Feb-2016,27-Feb-16,15922,10,SO52872,1,4.99,1.87,4.99,0.4
480,20-Feb-2016,27-Feb-16,15922,10,SO52872,1,2.29,0.86,2.29,0.18
484,20-Feb-2016,27-Feb-16,15922,10,SO52872,1,7.95,2.97,7.95,0.64
537,20-Feb-2016,27-Feb-16,15826,6,SO52873,1,35,13.09,35,2.8
472,20-Feb-2016,27-Feb-16,15826,6,SO52873,1,63.5,23.75,63.5,5.08
485,20-Feb-2016,27-Feb-16,15826,6,SO52873,1,21.98,8.22,21.98,1.76
485,20-Feb-2016,27-Feb-16,12906,1,SO52874,1,21.98,8.22,21.98,1.76
582,20-Feb-2016,27-Feb-16,16812,4,SO52875,1,"1,700.99","1,082.51","1,700.99",136.08
214,20-Feb-2016,27-Feb-16,16812,4,SO52875,1,34.99,13.09,34.99,2.8
590,20-Feb-2016,27-Feb-16,13856,4,SO52876,1,769.49,419.78,769.49,61.56
485,20-Feb-2016,27-Feb-16,13856,4,SO52876,1,21.98,8.22,21.98,1.76
225,20-Feb-2016,27-Feb-16,13856,4,SO52876,1,8.99,6.92,8.99,0.72
590,20-Feb-2016,27-Feb-16,16675,9,SO52877,1,769.49,419.78,769.49,61.56
536,20-Feb-2016,27-Feb-16,16675,9,SO52877,1,29.99,11.22,29.99,2.4
528,20-Feb-2016,27-Feb-16,16675,9,SO52877,1,4.99,1.87,4.99,0.4
480,20-Feb-2016,27-Feb-16,16675,9,SO52877,1,2.29,0.86,2.29,0.18
575,20-Feb-2016,27-Feb-16,24521,1,SO52878,1,"2,384.07","1,481.94","2,384.07",190.73
217,20-Feb-2016,27-Feb-16,24521,1,SO52878,1,34.99,13.09,34.99,2.8
606,20-Feb-2016,27-Feb-16,22327,1,SO52879,1,539.99,343.65,539.99,43.2
217,20-Feb-2016,27-Feb-16,22327,1,SO52879,1,34.99,13.09,34.99,2.8
384,20-Feb-2016,27-Feb-16,22646,10,SO52880,1,"1,120.49",713.08,"1,120.49",89.64
214,20-Feb-2016,27-Feb-16,22646,10,SO52880,1,34.99,13.09,34.99,2.8
605,20-Feb-2016,27-Feb-16,25615,10,SO52881,1,539.99,343.65,539.99,43.2
214,20-Feb-2016,27-Feb-16,25615,10,SO52881,1,34.99,13.09,34.99,2.8
578,20-Feb-2016,27-Feb-16,26873,8,SO52882,1,"1,214.85",755.15,"1,214.85",97.19
222,20-Feb-2016,27-Feb-16,26873,8,SO52882,1,34.99,13.09,34.99,2.8
225,21-Feb-2016,28-Feb-16,12046,4,SO52883,1,8.99,6.92,8.99,0.72
529,21-Feb-2016,28-Feb-16,14518,9,SO52884,1,3.99,1.49,3.99,0.32
539,21-Feb-2016,28-Feb-16,14518,9,SO52884,1,24.99,9.35,24.99,2
214,21-Feb-2016,28-Feb-16,14518,9,SO52884,1,34.99,13.09,34.99,2.8
536,21-Feb-2016,28-Feb-16,16611,9,SO52885,1,29.99,11.22,29.99,2.4
528,21-Feb-2016,28-Feb-16,16611,9,SO52885,1,4.99,1.87,4.99,0.4
484,21-Feb-2016,28-Feb-16,16611,9,SO52885,1,7.95,2.97,7.95,0.64
485,21-Feb-2016,28-Feb-16,16927,9,SO52886,1,21.98,8.22,21.98,1.76
482,21-Feb-2016,28-Feb-16,16927,9,SO52886,1,8.99,3.36,8.99,0.72
537,21-Feb-2016,28-Feb-16,21565,9,SO52887,1,35,13.09,35,2.8
528,21-Feb-2016,28-Feb-16,21565,9,SO52887,1,4.99,1.87,4.99,0.4
482,21-Feb-2016,28-Feb-16,21565,9,SO52887,1,8.99,3.36,8.99,0.72
528,21-Feb-2016,28-Feb-16,24894,9,SO52888,1,4.99,1.87,4.99,0.4
222,21-Feb-2016,28-Feb-16,18267,9,SO52889,1,34.99,13.09,34.99,2.8
580,21-Feb-2016,28-Feb-16,24206,8,SO52890,1,"1,700.99","1,082.51","1,700.99",136.08
490,21-Feb-2016,28-Feb-16,24206,8,SO52890,1,53.99,41.57,53.99,4.32
583,21-Feb-2016,28-Feb-16,24103,8,SO52891,1,"1,700.99","1,082.51","1,700.99",136.08
491,21-Feb-2016,28-Feb-16,24103,8,SO52891,1,53.99,41.57,53.99,4.32
581,21-Feb-2016,28-Feb-16,16942,7,SO52892,1,"1,700.99","1,082.51","1,700.99",136.08
228,21-Feb-2016,28-Feb-16,16942,7,SO52892,1,49.99,38.49,49.99,4
529,21-Feb-2016,28-Feb-16,11507,6,SO52893,1,3.99,1.49,3.99,0.32
463,21-Feb-2016,28-Feb-16,11507,6,SO52893,1,24.49,9.16,24.49,1.96
539,21-Feb-2016,28-Feb-16,29249,1,SO52894,1,24.99,9.35,24.99,2
535,21-Feb-2016,28-Feb-16,26493,1,SO52895,1,24.99,9.35,24.99,2
528,21-Feb-2016,28-Feb-16,26493,1,SO52895,1,4.99,1.87,4.99,0.4
217,21-Feb-2016,28-Feb-16,26493,1,SO52895,1,34.99,13.09,34.99,2.8
540,21-Feb-2016,28-Feb-16,24429,1,SO52896,1,32.6,12.19,32.6,2.61
529,21-Feb-2016,28-Feb-16,24429,1,SO52896,1,3.99,1.49,3.99,0.32
214,21-Feb-2016,28-Feb-16,24429,1,SO52896,1,34.99,13.09,34.99,2.8
228,21-Feb-2016,28-Feb-16,24429,1,SO52896,1,49.99,38.49,49.99,4
467,21-Feb-2016,28-Feb-16,24429,1,SO52896,1,24.49,9.16,24.49,1.96
536,21-Feb-2016,28-Feb-16,23109,1,SO52897,1,29.99,11.22,29.99,2.4
528,21-Feb-2016,28-Feb-16,23109,1,SO52897,1,4.99,1.87,4.99,0.4
480,21-Feb-2016,28-Feb-16,23109,1,SO52897,1,2.29,0.86,2.29,0.18
478,21-Feb-2016,28-Feb-16,22345,4,SO52898,1,9.99,3.74,9.99,0.8
487,21-Feb-2016,28-Feb-16,22345,4,SO52898,1,54.99,20.57,54.99,4.4
225,21-Feb-2016,28-Feb-16,22345,4,SO52898,1,8.99,6.92,8.99,0.72
478,21-Feb-2016,28-Feb-16,23252,4,SO52899,1,9.99,3.74,9.99,0.8
477,21-Feb-2016,28-Feb-16,23252,4,SO52899,1,4.99,1.87,4.99,0.4
478,21-Feb-2016,28-Feb-16,13318,6,SO52900,1,9.99,3.74,9.99,0.8
477,21-Feb-2016,28-Feb-16,13318,6,SO52900,1,4.99,1.87,4.99,0.4
490,21-Feb-2016,28-Feb-16,13318,6,SO52900,1,53.99,41.57,53.99,4.32
478,21-Feb-2016,28-Feb-16,13206,6,SO52901,1,9.99,3.74,9.99,0.8
477,21-Feb-2016,28-Feb-16,13206,6,SO52901,1,4.99,1.87,4.99,0.4
487,21-Feb-2016,28-Feb-16,13206,6,SO52901,1,54.99,20.57,54.99,4.4
476,21-Feb-2016,28-Feb-16,19643,1,SO52902,1,69.99,26.18,69.99,5.6
489,21-Feb-2016,28-Feb-16,19643,1,SO52902,1,53.99,41.57,53.99,4.32
477,21-Feb-2016,28-Feb-16,16802,1,SO52903,1,4.99,1.87,4.99,0.4
482,21-Feb-2016,28-Feb-16,16802,1,SO52903,1,8.99,3.36,8.99,0.72
528,21-Feb-2016,28-Feb-16,16013,1,SO52904,1,4.99,1.87,4.99,0.4
217,21-Feb-2016,28-Feb-16,16013,1,SO52904,1,34.99,13.09,34.99,2.8
228,21-Feb-2016,28-Feb-16,16013,1,SO52904,1,49.99,38.49,49.99,4
528,21-Feb-2016,28-Feb-16,14703,8,SO52905,1,4.99,1.87,4.99,0.4
537,21-Feb-2016,28-Feb-16,14703,8,SO52905,1,35,13.09,35,2.8
480,21-Feb-2016,28-Feb-16,14703,8,SO52905,1,2.29,0.86,2.29,0.18
535,21-Feb-2016,28-Feb-16,17806,8,SO52906,1,24.99,9.35,24.99,2
528,21-Feb-2016,28-Feb-16,17806,8,SO52906,1,4.99,1.87,4.99,0.4
222,21-Feb-2016,28-Feb-16,17806,8,SO52906,1,34.99,13.09,34.99,2.8
225,21-Feb-2016,28-Feb-16,28498,7,SO52907,1,8.99,6.92,8.99,0.72
474,21-Feb-2016,28-Feb-16,28498,7,SO52907,1,69.99,26.18,69.99,5.6
539,21-Feb-2016,28-Feb-16,18017,8,SO52908,1,24.99,9.35,24.99,2
529,21-Feb-2016,28-Feb-16,25788,8,SO52909,1,3.99,1.49,3.99,0.32
538,21-Feb-2016,28-Feb-16,25788,8,SO52909,1,21.49,8.04,21.49,1.72
217,21-Feb-2016,28-Feb-16,25788,8,SO52909,1,34.99,13.09,34.99,2.8
538,21-Feb-2016,28-Feb-16,24855,8,SO52910,1,21.49,8.04,21.49,1.72
529,21-Feb-2016,28-Feb-16,24855,8,SO52910,1,3.99,1.49,3.99,0.32
530,21-Feb-2016,28-Feb-16,26838,7,SO52911,1,4.99,1.87,4.99,0.4
541,21-Feb-2016,28-Feb-16,26838,7,SO52911,1,28.99,10.84,28.99,2.32
480,21-Feb-2016,28-Feb-16,26838,7,SO52911,1,2.29,0.86,2.29,0.18
537,21-Feb-2016,28-Feb-16,11023,4,SO52912,1,35,13.09,35,2.8
528,21-Feb-2016,28-Feb-16,11023,4,SO52912,1,4.99,1.87,4.99,0.4
485,21-Feb-2016,28-Feb-16,11023,4,SO52912,1,21.98,8.22,21.98,1.76
490,21-Feb-2016,28-Feb-16,11023,4,SO52912,1,53.99,41.57,53.99,4.32
530,21-Feb-2016,28-Feb-16,27807,7,SO52913,1,4.99,1.87,4.99,0.4
528,21-Feb-2016,28-Feb-16,11882,1,SO52914,1,4.99,1.87,4.99,0.4
537,21-Feb-2016,28-Feb-16,11882,1,SO52914,1,35,13.09,35,2.8
537,21-Feb-2016,28-Feb-16,11884,1,SO52915,1,35,13.09,35,2.8
528,21-Feb-2016,28-Feb-16,11884,1,SO52915,1,4.99,1.87,4.99,0.4
214,21-Feb-2016,28-Feb-16,11884,1,SO52915,1,34.99,13.09,34.99,2.8
528,21-Feb-2016,28-Feb-16,11950,4,SO52916,1,4.99,1.87,4.99,0.4
537,21-Feb-2016,28-Feb-16,11950,4,SO52916,1,35,13.09,35,2.8
217,21-Feb-2016,28-Feb-16,11950,4,SO52916,1,34.99,13.09,34.99,2.8
485,21-Feb-2016,28-Feb-16,17657,6,SO52917,1,21.98,8.22,21.98,1.76
490,21-Feb-2016,28-Feb-16,17657,6,SO52917,1,53.99,41.57,53.99,4.32
537,21-Feb-2016,28-Feb-16,11865,4,SO52918,1,35,13.09,35,2.8
485,21-Feb-2016,28-Feb-16,11865,4,SO52918,1,21.98,8.22,21.98,1.76
231,21-Feb-2016,28-Feb-16,11865,4,SO52918,1,49.99,38.49,49.99,4
376,21-Feb-2016,28-Feb-16,16232,1,SO52919,1,"2,443.35","1,554.95","2,443.35",195.47
540,21-Feb-2016,28-Feb-16,16232,1,SO52919,1,32.6,12.19,32.6,2.61
372,21-Feb-2016,28-Feb-16,20210,1,SO52920,1,"2,443.35","1,554.95","2,443.35",195.47
214,21-Feb-2016,28-Feb-16,20210,1,SO52920,1,34.99,13.09,34.99,2.8
588,21-Feb-2016,28-Feb-16,13862,4,SO52921,1,769.49,419.78,769.49,61.56
214,21-Feb-2016,28-Feb-16,13862,4,SO52921,1,34.99,13.09,34.99,2.8
353,21-Feb-2016,28-Feb-16,12071,4,SO52922,1,"2,319.99","1,265.62","2,319.99",185.6
528,21-Feb-2016,28-Feb-16,12071,4,SO52922,1,4.99,1.87,4.99,0.4
537,21-Feb-2016,28-Feb-16,12071,4,SO52922,1,35,13.09,35,2.8
222,21-Feb-2016,28-Feb-16,12071,4,SO52922,1,34.99,13.09,34.99,2.8
604,21-Feb-2016,28-Feb-16,21619,4,SO52923,1,539.99,343.65,539.99,43.2
479,21-Feb-2016,28-Feb-16,21619,4,SO52923,1,8.99,3.36,8.99,0.72
477,21-Feb-2016,28-Feb-16,21619,4,SO52923,1,4.99,1.87,4.99,0.4
480,21-Feb-2016,28-Feb-16,21619,4,SO52923,1,2.29,0.86,2.29,0.18
390,21-Feb-2016,28-Feb-16,19533,4,SO52924,1,"1,120.49",713.08,"1,120.49",89.64
222,21-Feb-2016,28-Feb-16,19533,4,SO52924,1,34.99,13.09,34.99,2.8
386,21-Feb-2016,28-Feb-16,19380,7,SO52925,1,"1,120.49",713.08,"1,120.49",89.64
539,21-Feb-2016,28-Feb-16,19380,7,SO52925,1,24.99,9.35,24.99,2
529,21-Feb-2016,28-Feb-16,19380,7,SO52925,1,3.99,1.49,3.99,0.32
480,21-Feb-2016,28-Feb-16,19380,7,SO52925,1,2.29,0.86,2.29,0.18
584,21-Feb-2016,28-Feb-16,21024,7,SO52926,1,539.99,343.65,539.99,43.2
479,21-Feb-2016,28-Feb-16,21024,7,SO52926,1,8.99,3.36,8.99,0.72
477,21-Feb-2016,28-Feb-16,21024,7,SO52926,1,4.99,1.87,4.99,0.4
482,21-Feb-2016,28-Feb-16,21024,7,SO52926,1,8.99,3.36,8.99,0.72
606,21-Feb-2016,28-Feb-16,25646,10,SO52927,1,539.99,343.65,539.99,43.2
604,21-Feb-2016,28-Feb-16,21048,7,SO52928,1,539.99,343.65,539.99,43.2
477,21-Feb-2016,28-Feb-16,21048,7,SO52928,1,4.99,1.87,4.99,0.4
479,21-Feb-2016,28-Feb-16,21048,7,SO52928,1,8.99,3.36,8.99,0.72
467,21-Feb-2016,28-Feb-16,21048,7,SO52928,1,24.49,9.16,24.49,1.96
574,21-Feb-2016,28-Feb-16,25640,8,SO52929,1,"2,384.07","1,481.94","2,384.07",190.73
214,21-Feb-2016,28-Feb-16,25640,8,SO52929,1,34.99,13.09,34.99,2.8
225,21-Feb-2016,28-Feb-16,25640,8,SO52929,1,8.99,6.92,8.99,0.72
382,22-Feb-2016,29-Feb-16,24608,9,SO52930,1,"1,120.49",713.08,"1,120.49",89.64
484,22-Feb-2016,29-Feb-16,11866,4,SO52931,1,7.95,2.97,7.95,0.64
530,22-Feb-2016,29-Feb-16,14312,9,SO52932,1,4.99,1.87,4.99,0.4
480,22-Feb-2016,29-Feb-16,14312,9,SO52932,1,2.29,0.86,2.29,0.18
479,22-Feb-2016,29-Feb-16,11059,9,SO52933,1,8.99,3.36,8.99,0.72
477,22-Feb-2016,29-Feb-16,11059,9,SO52933,1,4.99,1.87,4.99,0.4
225,22-Feb-2016,29-Feb-16,11059,9,SO52933,1,8.99,6.92,8.99,0.72
489,22-Feb-2016,29-Feb-16,11059,9,SO52933,1,53.99,41.57,53.99,4.32
490,22-Feb-2016,29-Feb-16,11714,4,SO52934,1,53.99,41.57,53.99,4.32
539,22-Feb-2016,29-Feb-16,29228,4,SO52935,1,24.99,9.35,24.99,2
478,22-Feb-2016,29-Feb-16,21500,1,SO52936,1,9.99,3.74,9.99,0.8
477,22-Feb-2016,29-Feb-16,21500,1,SO52936,1,4.99,1.87,4.99,0.4
484,22-Feb-2016,29-Feb-16,21500,1,SO52936,1,7.95,2.97,7.95,0.64
475,22-Feb-2016,29-Feb-16,19703,4,SO52937,1,69.99,26.18,69.99,5.6
474,22-Feb-2016,29-Feb-16,21234,4,SO52938,1,69.99,26.18,69.99,5.6
237,22-Feb-2016,29-Feb-16,21234,4,SO52938,1,49.99,38.49,49.99,4
477,22-Feb-2016,29-Feb-16,18530,1,SO52939,1,4.99,1.87,4.99,0.4
487,22-Feb-2016,29-Feb-16,18530,1,SO52939,1,54.99,20.57,54.99,4.4
490,22-Feb-2016,29-Feb-16,18530,1,SO52939,1,53.99,41.57,53.99,4.32
528,22-Feb-2016,29-Feb-16,15397,4,SO52940,1,4.99,1.87,4.99,0.4
222,22-Feb-2016,29-Feb-16,15397,4,SO52940,1,34.99,13.09,34.99,2.8
485,22-Feb-2016,29-Feb-16,18449,6,SO52941,1,21.98,8.22,21.98,1.76
225,22-Feb-2016,29-Feb-16,18449,6,SO52941,1,8.99,6.92,8.99,0.72
528,22-Feb-2016,29-Feb-16,16039,8,SO52942,1,4.99,1.87,4.99,0.4
474,22-Feb-2016,29-Feb-16,13568,7,SO52943,1,69.99,26.18,69.99,5.6
228,22-Feb-2016,29-Feb-16,13568,7,SO52943,1,49.99,38.49,49.99,4
539,22-Feb-2016,29-Feb-16,16936,7,SO52944,1,24.99,9.35,24.99,2
529,22-Feb-2016,29-Feb-16,16936,7,SO52944,1,3.99,1.49,3.99,0.32
214,22-Feb-2016,29-Feb-16,16936,7,SO52944,1,34.99,13.09,34.99,2.8
535,22-Feb-2016,29-Feb-16,19056,7,SO52945,1,24.99,9.35,24.99,2
477,22-Feb-2016,29-Feb-16,19056,7,SO52945,1,4.99,1.87,4.99,0.4
484,22-Feb-2016,29-Feb-16,19056,7,SO52945,1,7.95,2.97,7.95,0.64
474,22-Feb-2016,29-Feb-16,28542,7,SO52946,1,69.99,26.18,69.99,5.6
225,22-Feb-2016,29-Feb-16,28542,7,SO52946,1,8.99,6.92,8.99,0.72
477,22-Feb-2016,29-Feb-16,24064,10,SO52947,1,4.99,1.87,4.99,0.4
538,22-Feb-2016,29-Feb-16,27176,8,SO52948,1,21.49,8.04,21.49,1.72
541,22-Feb-2016,29-Feb-16,14799,10,SO52949,1,28.99,10.84,28.99,2.32
530,22-Feb-2016,29-Feb-16,14799,10,SO52949,1,4.99,1.87,4.99,0.4
225,22-Feb-2016,29-Feb-16,14799,10,SO52949,1,8.99,6.92,8.99,0.72
234,22-Feb-2016,29-Feb-16,14799,10,SO52949,1,49.99,38.49,49.99,4
528,22-Feb-2016,29-Feb-16,11832,1,SO52950,1,4.99,1.87,4.99,0.4
537,22-Feb-2016,29-Feb-16,11832,1,SO52950,1,35,13.09,35,2.8
214,22-Feb-2016,29-Feb-16,11832,1,SO52950,1,34.99,13.09,34.99,2.8
485,22-Feb-2016,29-Feb-16,13235,1,SO52951,1,21.98,8.22,21.98,1.76
222,22-Feb-2016,29-Feb-16,13235,1,SO52951,1,34.99,13.09,34.99,2.8
228,22-Feb-2016,29-Feb-16,12639,7,SO52952,1,49.99,38.49,49.99,4
225,22-Feb-2016,29-Feb-16,12593,10,SO52953,1,8.99,6.92,8.99,0.72
374,22-Feb-2016,29-Feb-16,14081,4,SO52954,1,"2,443.35","1,554.95","2,443.35",195.47
484,22-Feb-2016,29-Feb-16,14081,4,SO52954,1,7.95,2.97,7.95,0.64
374,22-Feb-2016,29-Feb-16,16235,4,SO52955,1,"2,443.35","1,554.95","2,443.35",195.47
359,22-Feb-2016,29-Feb-16,11317,1,SO52956,1,"2,294.99","1,251.98","2,294.99",183.6
359,22-Feb-2016,29-Feb-16,11162,4,SO52957,1,"2,294.99","1,251.98","2,294.99",183.6
222,22-Feb-2016,29-Feb-16,11162,4,SO52957,1,34.99,13.09,34.99,2.8
585,22-Feb-2016,29-Feb-16,28770,1,SO52958,1,742.35,461.44,742.35,59.39
222,22-Feb-2016,29-Feb-16,28770,1,SO52958,1,34.99,13.09,34.99,2.8
355,22-Feb-2016,29-Feb-16,11459,9,SO52959,1,"2,319.99","1,265.62","2,319.99",185.6
480,22-Feb-2016,29-Feb-16,11459,9,SO52959,1,2.29,0.86,2.29,0.18
604,22-Feb-2016,29-Feb-16,21649,4,SO52960,1,539.99,343.65,539.99,43.2
479,22-Feb-2016,29-Feb-16,21649,4,SO52960,1,8.99,3.36,8.99,0.72
477,22-Feb-2016,29-Feb-16,21649,4,SO52960,1,4.99,1.87,4.99,0.4
605,22-Feb-2016,29-Feb-16,21646,4,SO52961,1,539.99,343.65,539.99,43.2
538,22-Feb-2016,29-Feb-16,21646,4,SO52961,1,21.49,8.04,21.49,1.72
480,22-Feb-2016,29-Feb-16,21646,4,SO52961,1,2.29,0.86,2.29,0.18
584,22-Feb-2016,29-Feb-16,22287,4,SO52962,1,539.99,343.65,539.99,43.2
376,23-Feb-2016,29-Feb-16,18273,9,SO52963,1,"2,443.35","1,554.95","2,443.35",195.47
540,23-Feb-2016,29-Feb-16,18273,9,SO52963,1,32.6,12.19,32.6,2.61
231,23-Feb-2016,29-Feb-16,18273,9,SO52963,1,49.99,38.49,49.99,4
384,23-Feb-2016,29-Feb-16,23412,9,SO52964,1,"1,120.49",713.08,"1,120.49",89.64
479,23-Feb-2016,29-Feb-16,23412,9,SO52964,1,8.99,3.36,8.99,0.72
477,23-Feb-2016,29-Feb-16,23412,9,SO52964,1,4.99,1.87,4.99,0.4
225,23-Feb-2016,29-Feb-16,23412,9,SO52964,1,8.99,6.92,8.99,0.72
353,23-Feb-2016,29-Feb-16,11492,8,SO52965,1,"2,319.99","1,265.62","2,319.99",185.6
222,23-Feb-2016,29-Feb-16,11492,8,SO52965,1,34.99,13.09,34.99,2.8
363,23-Feb-2016,29-Feb-16,11351,10,SO52966,1,"2,294.99","1,251.98","2,294.99",183.6
363,23-Feb-2016,29-Feb-16,11353,10,SO52967,1,"2,294.99","1,251.98","2,294.99",183.6
477,23-Feb-2016,29-Feb-16,11353,10,SO52967,1,4.99,1.87,4.99,0.4
478,23-Feb-2016,29-Feb-16,11353,10,SO52967,1,9.99,3.74,9.99,0.8
222,23-Feb-2016,29-Feb-16,11212,6,SO52968,1,34.99,13.09,34.99,2.8
